Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
23.14144,74.90768,31.72,35.9,40.7,2707.4,6.15,295.3,Agricultural,Clay,3486.5,1,1,0
26.66882,85.0114,290.0,35.7,100.0,16056.9,18.0,66.2,Agricultural,Alluvial,8690.8,1,3,1
28.28315,77.3372,36.54,31.5,58.3,4244.7,8.8,232.3,Agricultural,Sandy,8815.9,1,1,1
17.10816,80.18801,76.67,30.2,69.7,4471.8,12.17,45.1,Water Body,Alluvial,651.0,1,0,1
27.05203,94.09466,123.25,31.4,72.6,8604.7,18.0,67.0,Forest,Alluvial,4372.7,1,1,1
15.39412,74.84422,17.27,28.8,57.9,448.2,1.96,745.2,Forest,Alluvial,413.5,0,4,0
20.65816,85.00957,91.29,28.5,75.1,6571.9,16.27,20.2,Forest,Loam,2475.6,1,2,1
22.54048,75.63591,27.63,21.2,62.6,2143.8,5.01,114.5,Water Body,Clay,7652.4,1,5,0
21.94134,76.40874,35.48,23.8,41.3,2653.3,6.41,115.1,Agricultural,Clay,11322.6,1,6,0
20.873,85.25917,50.02,34.3,74.7,5976.7,12.4,26.3,Water Body,Alluvial,5627.2,1,2,1
20.67835,86.8805,64.16,24.2,58.1,6205.8,13.43,18.8,Agricultural,Silt,7678.4,0,4,1
21.76424,77.18993,2.57,26.9,34.1,1632.4,2.69,298.4,Forest,Alluvial,6481.1,0,5,0
10.73329,76.69966,226.59,26.7,100.0,6145.7,18.0,81.1,Agricultural,Silt,7976.3,0,3,1
20.45015,86.8699,32.67,26.1,42.9,3140.7,7.04,64.4,Forest,Alluvial,2579.4,1,6,0
17.28723,75.42675,17.0,24.4,39.6,434.3,1.33,466.7,Wetland,Clay,9851.3,0,6,0
17.66804,75.1834,39.77,27.1,32.4,495.1,1.31,676.8,Urban,Sandy,5224.3,1,0,0
20.39244,86.47437,32.53,28.9,66.0,4591.3,10.27,60.4,Wetland,Clay,2030.7,0,0,1
19.48741,77.15266,16.66,23.4,53.7,505.8,0.73,629.0,Water Body,Loam,4443.1,1,1,0
27.22233,93.30198,105.9,28.3,76.5,10025.5,18.0,86.6,Forest,Alluvial,10665.9,0,1,1
21.03989,85.38646,81.72,27.5,62.8,4945.8,12.16,60.7,Urban,Alluvial,10528.0,0,1,1
25.19442,71.09497,16.14,29.3,49.7,237.9,0.91,265.4,Agricultural,Clay,11027.4,1,6,0
9.81152,76.24906,224.44,23.4,100.0,6490.3,18.0,141.5,Urban,Silt,5928.6,1,2,1
27.02349,70.71035,12.21,42.9,44.6,173.6,1.76,201.1,Agricultural,Silt,9563.2,1,1,0
26.82193,81.38918,17.18,31.0,60.7,4338.4,8.14,101.5,Forest,Loam,5356.1,1,2,0
26.67306,73.49441,6.94,34.7,33.7,200.4,0.2,282.2,Forest,Clay,4678.1,0,4,0
27.53887,72.69688,12.53,28.2,54.4,133.4,0.2,226.9,Agricultural,Alluvial,6181.9,1,3,0
26.92045,73.93019,13.81,28.6,35.4,178.3,0.2,252.8,Agricultural,Alluvial,1290.5,0,2,0
27.10991,94.52022,235.64,28.7,100.0,15335.8,18.0,127.1,Forest,Silt,4726.0,1,0,1
26.72045,92.69153,58.04,29.6,58.1,7454.8,16.94,118.0,Agricultural,Alluvial,1810.8,1,0,1
21.32809,86.35642,22.88,25.3,50.3,3424.6,6.82,76.0,Forest,Alluvial,10876.2,0,2,0
10.96863,75.95545,90.66,28.6,73.9,4508.9,11.69,178.1,Water Body,Clay,10752.2,0,4,1
22.2583,75.06046,33.88,35.7,35.5,2145.1,6.15,122.5,Urban,Loam,8175.7,1,0,0
26.05041,85.47042,48.17,25.7,47.0,6933.0,15.49,38.2,Forest,Clay,6657.3,0,8,1
9.72921,76.47249,0.93,31.4,50.6,1662.8,3.52,109.3,Agricultural,Sandy,10406.0,0,1,0
27.14757,82.6052,178.38,26.9,100.0,9970.1,18.0,72.3,Urban,Silt,9283.6,0,3,1
10.88894,76.59971,310.49,26.7,100.0,7083.2,18.0,90.8,Urban,Alluvial,2334.2,1,1,1
26.90138,84.6211,3.09,27.4,20.0,3737.7,7.45,95.6,Water Body,Sandy,1314.2,0,7,0
11.21844,76.58604,38.23,28.7,67.4,2293.4,6.02,109.6,Agricultural,Loam,7175.2,0,1,0
26.44498,84.77202,115.78,20.6,77.6,8793.1,18.0,51.3,Wetland,Alluvial,7930.6,0,6,1
28.61451,77.66141,12.24,31.5,29.2,2160.4,5.56,199.8,Urban,Alluvial,7582.5,0,5,0
20.73216,84.72299,36.23,38.2,58.2,3762.1,9.07,41.4,Water Body,Loam,10713.3,0,6,1
20.9285,85.75582,33.94,27.6,67.3,6135.1,13.57,72.5,Forest,Clay,9071.3,1,2,1
22.00604,75.84446,93.45,32.8,67.4,3742.1,11.47,55.9,Agricultural,Clay,5560.0,0,5,1
27.41526,90.39975,416.49,30.3,100.0,21564.2,18.0,55.5,Forest,Alluvial,7050.6,1,6,1
25.99725,73.08884,31.96,26.8,86.3,267.3,0.2,182.2,Urban,Sandy,6867.3,0,3,0
25.08413,74.19772,10.35,30.7,48.0,133.5,1.66,152.1,Water Body,Clay,3930.0,0,0,0
21.12658,86.40666,71.56,29.6,65.7,6103.2,14.25,33.0,Wetland,Loam,3083.4,0,0,1
25.58893,90.58034,32.14,25.2,77.8,5662.6,11.83,71.4,Urban,Clay,4583.8,1,4,1
28.35602,77.55083,361.71,31.1,100.0,9594.3,18.0,201.1,Agricultural,Clay,10287.5,0,0,1
9.75995,76.88707,99.41,33.3,82.3,4247.2,12.66,190.9,Wetland,Clay,7781.1,1,3,1
16.89983,79.58116,198.46,21.0,100.0,8711.3,18.0,25.8,Agricultural,Alluvial,1581.3,1,1,1
26.76187,93.41401,271.41,26.6,100.0,15019.1,18.0,104.8,Urban,Alluvial,447.1,1,2,1
29.19024,77.63249,71.91,20.5,60.7,3407.3,8.68,238.8,Agricultural,Sandy,409.9,0,1,1
16.32115,80.29086,8.14,21.9,34.5,2667.5,5.84,67.3,Urban,Clay,7716.7,1,2,0
17.27663,81.4994,90.31,30.6,59.5,5100.5,12.81,153.2,Agricultural,Alluvial,10399.8,1,2,1
25.94748,94.59499,90.77,32.7,74.3,9977.4,18.0,58.7,Water Body,Loam,1478.2,0,1,1
22.1872,77.38065,4.93,20.3,46.1,1903.5,2.73,307.4,Forest,Alluvial,9450.4,1,7,0
21.66433,75.17577,79.17,26.3,60.0,2613.1,9.08,186.9,Agricultural,Silt,6189.4,1,3,1
28.58005,77.35134,38.64,34.2,53.2,1824.5,5.24,206.0,Urban,Clay,6382.5,1,0,0
26.32879,71.94159,18.93,29.1,22.1,129.0,1.38,228.3,Forest,Clay,5582.7,1,1,0
20.75378,85.96202,161.64,35.5,100.0,9619.4,18.0,76.3,Urban,Alluvial,10021.3,0,1,1
21.98009,76.42019,90.08,43.9,96.5,3416.5,11.26,210.8,Forest,Silt,5056.8,0,0,1
16.26848,80.8612,51.89,32.9,49.8,4550.4,10.1,148.7,Forest,Alluvial,10899.6,0,8,1
16.80601,80.03962,85.68,33.5,77.9,4586.0,10.73,22.2,Forest,Clay,8489.0,1,0,1
10.85756,76.52142,37.44,22.2,44.2,2929.1,6.63,39.5,Forest,Clay,3021.1,1,1,0
29.45667,77.52709,73.7,26.1,58.4,3191.3,9.56,239.6,Water Body,Clay,5967.5,1,1,1
10.93677,76.0431,51.73,31.7,73.8,3602.7,8.83,105.2,Urban,Loam,10438.3,1,4,1
17.31854,79.88167,7.62,31.1,26.2,2769.8,6.12,89.9,Forest,Clay,6181.0,0,0,0
25.38652,72.38635,5.15,26.9,34.6,68.6,0.87,198.8,Agricultural,Loam,11093.8,0,1,0
29.14996,77.1175,10.21,27.2,45.8,2583.5,6.78,215.2,Agricultural,Silt,11838.4,0,5,0
29.17135,77.75724,78.5,28.6,83.2,2827.8,8.11,214.3,Forest,Loam,5633.2,0,0,1
9.56042,76.39489,46.01,32.0,56.6,2470.3,6.35,28.8,Agricultural,Alluvial,3067.9,1,0,0
21.00956,85.40634,37.43,27.6,45.3,4443.8,10.95,82.3,Urban,Alluvial,4010.6,1,1,1
22.50496,77.96115,9.66,27.2,52.3,2641.3,3.52,239.0,Water Body,Sandy,11184.0,0,6,0
20.25182,85.73597,88.17,32.4,70.4,5379.0,12.96,48.6,Wetland,Alluvial,7470.9,1,2,1
14.9726,75.07584,19.9,25.0,35.4,335.7,2.7,765.8,Agricultural,Alluvial,2009.4,0,3,0
25.78395,87.20786,68.79,31.2,67.4,6436.2,15.99,46.7,Forest,Clay,5830.9,1,7,1
26.72555,73.27611,4.2,31.6,24.2,164.9,0.2,340.4,Urban,Clay,7596.8,0,1,0
17.04778,81.32548,31.29,27.7,50.6,3516.4,9.09,104.6,Agricultural,Loam,10370.9,1,2,1
20.82348,86.08754,145.57,29.1,92.9,7776.7,18.0,77.9,Forest,Alluvial,1059.9,0,4,1
15.7464,77.07666,26.39,33.4,52.9,566.1,1.67,748.6,Agricultural,Clay,10151.0,0,2,0
18.12832,81.59682,69.78,29.1,51.6,4381.2,10.91,72.4,Urban,Clay,5291.5,0,0,1
18.39296,76.13619,18.76,26.7,54.3,527.1,0.61,456.3,Water Body,Alluvial,11214.2,1,1,0
27.25737,72.72254,24.86,28.9,68.9,267.8,0.89,276.8,Agricultural,Clay,589.1,0,2,0
25.2922,85.10124,25.88,24.7,44.6,4190.8,9.94,43.4,Forest,Alluvial,3152.5,1,8,1
23.06219,73.90537,40.5,31.0,53.6,2537.1,5.56,296.8,Agricultural,Clay,7006.1,0,4,0
16.46558,81.03965,74.56,30.0,57.4,4576.2,10.19,110.9,Forest,Loam,1779.3,1,7,1
21.24994,86.18612,31.47,31.4,47.7,3760.9,8.43,69.2,Forest,Alluvial,9640.5,1,5,1
25.5521,72.09381,5.02,30.2,28.2,110.5,0.72,338.5,Urban,Sandy,3222.1,1,2,0
20.39724,85.32293,26.44,32.8,52.0,3291.6,7.0,37.9,Water Body,Loam,11197.7,0,0,0
26.44837,90.2286,56.46,29.6,34.0,7682.6,18.0,123.1,Water Body,Loam,9540.5,1,1,1
27.57781,95.19024,141.69,30.4,69.0,9650.6,18.0,120.0,Agricultural,Clay,4705.4,1,0,1
20.88925,86.4522,85.94,26.7,59.1,6929.8,16.42,39.5,Forest,Silt,3713.6,0,8,1
11.05815,76.08279,49.74,38.2,61.8,3444.5,8.75,120.3,Forest,Silt,2416.1,0,2,1
9.6545,76.86817,23.1,30.4,33.9,2252.4,5.52,34.2,Agricultural,Alluvial,7721.2,0,2,0
26.55485,90.9873,36.81,31.6,48.6,6934.0,13.9,117.8,Urban,Clay,7677.1,1,1,1
26.68126,93.57345,35.23,26.6,58.0,4556.1,9.11,100.7,Forest,Clay,731.9,1,2,1
10.47803,76.0408,94.69,34.8,50.1,4447.9,13.15,49.1,Water Body,Loam,3041.5,1,5,1
20.20276,85.79505,65.28,33.4,67.4,5831.6,14.11,26.1,Agricultural,Loam,5129.0,1,2,1
27.08689,82.73485,73.45,25.5,55.3,4045.1,10.3,95.8,Agricultural,Silt,5985.0,1,1,1
23.05574,77.37739,5.5,22.6,50.1,2211.6,4.65,137.5,Agricultural,Sandy,4959.2,1,6,0
28.27411,77.18078,1.48,32.4,40.0,1507.0,1.52,235.2,Agricultural,Clay,2355.8,0,3,0
9.28193,76.10316,66.62,32.8,63.7,3362.4,9.37,141.8,Agricultural,Alluvial,3999.2,1,0,1
27.4635,94.10308,93.38,31.8,86.4,9300.4,18.0,96.9,Water Body,Loam,4712.9,1,3,1
11.24563,76.58838,566.44,34.5,100.0,13084.4,18.0,163.1,Forest,Alluvial,11121.5,0,1,1
9.70189,75.85459,75.88,28.2,62.9,3558.6,9.0,103.4,Agricultural,Clay,2220.9,1,4,1
18.73767,76.04718,25.73,31.7,39.7,226.6,0.32,502.0,Water Body,Loam,781.8,0,5,0
26.54678,85.47485,109.95,33.2,85.1,6895.8,18.0,98.4,Agricultural,Loam,10565.1,0,1,1
21.73775,75.49202,59.57,43.4,65.9,3142.3,8.02,183.5,Agricultural,Alluvial,3272.4,0,8,1
11.23995,76.29833,222.21,29.3,100.0,6817.7,18.0,156.6,Agricultural,Silt,11423.8,1,4,1
17.39971,77.18045,1.26,31.1,51.3,438.4,0.61,607.1,Water Body,Loam,1922.6,1,6,0
16.69164,75.99572,44.52,35.8,61.7,638.8,1.9,478.8,Forest,Silt,10037.2,1,5,0
25.22303,73.88385,5.75,29.7,37.3,144.5,0.2,271.5,Forest,Silt,9975.1,1,2,0
21.10574,85.43422,376.53,33.8,100.0,14773.5,18.0,71.3,Agricultural,Alluvial,6112.7,0,4,1
19.87093,85.4111,11.27,25.6,23.1,3578.3,6.54,58.6,Urban,Alluvial,6430.1,0,0,0
22.11743,77.79132,4.91,37.2,54.6,2100.0,2.34,272.7,Urban,Loam,9803.2,1,4,0
28.7334,77.30462,96.7,30.5,71.1,3618.8,9.6,208.3,Forest,Alluvial,1014.4,0,4,1
25.12998,80.64096,202.65,24.7,100.0,10870.3,18.0,70.1,Forest,Loam,864.7,1,3,1
11.46228,76.42598,41.58,31.1,57.2,2315.1,4.87,48.5,Forest,Alluvial,10575.0,0,0,0
27.77322,93.21566,21.49,21.0,70.6,5351.6,10.56,96.5,Urban,Loam,11694.3,1,3,1
10.94297,76.53776,265.57,32.3,100.0,7132.9,18.0,95.3,Forest,Alluvial,2533.4,0,3,1
25.58434,70.57841,0.29,24.8,35.2,80.9,1.19,195.6,Urban,Clay,2828.4,1,2,0
27.74637,71.41267,10.7,25.2,57.4,177.7,0.26,188.5,Agricultural,Alluvial,2113.6,0,3,0
25.65659,73.60857,20.29,25.4,61.5,202.1,1.03,335.3,Forest,Silt,3616.6,1,5,0
27.51792,72.73965,6.64,28.5,26.6,173.2,0.2,348.6,Urban,Sandy,10373.9,0,1,0
22.56949,77.41115,66.8,27.1,52.0,2979.1,7.49,235.0,Water Body,Clay,942.6,1,5,1
19.86819,85.82816,39.87,33.2,54.2,4668.2,10.19,24.3,Urban,Loam,6797.8,1,2,1
21.91268,73.92625,131.53,36.7,87.3,3957.6,10.85,194.3,Agricultural,Alluvial,5237.1,1,2,1
27.65515,71.79094,4.97,25.3,33.0,181.5,0.2,309.5,Water Body,Alluvial,1388.8,0,3,0
28.67298,77.23204,225.29,25.8,100.0,7618.0,18.0,209.4,Forest,Clay,9797.5,1,2,1
25.10597,71.70226,13.41,21.8,39.7,163.6,0.4,309.5,Agricultural,Loam,7893.3,1,0,0
25.44827,70.54867,5.34,27.6,33.5,115.0,0.2,276.0,Water Body,Loam,8638.0,1,7,0
26.07041,74.22522,15.86,27.6,45.7,138.6,0.84,193.8,Forest,Clay,521.0,0,4,0
29.15711,77.53222,219.71,28.0,98.8,7169.0,18.0,198.3,Agricultural,Clay,9992.9,0,4,1
28.41264,76.86349,58.1,23.0,72.8,3091.7,7.95,232.7,Water Body,Clay,1370.1,1,2,1
27.59197,91.03849,135.73,29.4,93.6,10813.5,18.0,131.4,Forest,Alluvial,4971.7,1,2,1
25.8061,95.16226,0.14,32.5,50.4,3407.9,8.59,122.6,Forest,Clay,2184.8,1,1,0
26.13375,74.10165,4.57,29.4,37.2,181.2,1.13,251.1,Urban,Sandy,8555.5,1,1,0
21.16975,85.98093,44.5,30.3,71.4,4405.7,9.62,24.5,Urban,Clay,10183.0,0,2,1
25.1674,88.28775,84.11,19.0,43.2,8056.4,18.0,62.8,Urban,Silt,3879.7,0,0,1
18.49452,81.29873,14.77,25.7,45.7,4065.0,7.82,62.0,Wetland,Clay,2722.6,1,4,0
20.86693,86.34766,73.67,28.2,56.1,4066.0,12.38,53.4,Water Body,Silt,9934.2,0,4,1
21.75395,75.50935,113.01,39.4,67.8,3994.6,12.07,250.5,Forest,Silt,7080.6,0,0,1
21.74649,75.52258,13.02,30.6,49.1,2318.5,4.84,302.1,Urban,Clay,8605.2,0,7,0
22.24401,77.77734,128.21,29.1,99.1,3090.7,10.33,63.5,Wetland,Alluvial,7246.5,1,7,1
28.35186,77.17373,149.13,32.7,100.0,5536.3,17.79,196.9,Urban,Alluvial,1988.2,1,1,1
17.35473,81.08576,81.87,33.3,73.7,5346.8,12.32,120.9,Urban,Clay,3509.2,0,2,1
16.56246,80.13851,102.59,30.3,77.8,4571.3,13.34,78.5,Agricultural,Clay,1588.0,1,1,1
17.24631,79.52431,57.53,36.0,65.4,3310.9,9.28,83.3,Agricultural,Clay,8902.4,0,7,1
21.87397,76.54051,34.69,31.6,51.9,2183.4,5.78,218.5,Urban,Sandy,8827.0,1,1,0
28.91606,77.42742,122.88,30.2,86.0,4872.9,14.97,214.1,Agricultural,Silt,6086.3,0,2,1
11.07497,76.73056,148.89,25.5,98.8,5674.6,15.43,49.2,Urban,Clay,2197.5,1,5,1
19.86117,84.57118,37.76,23.6,56.3,4799.4,11.16,57.4,Water Body,Alluvial,8064.5,0,4,1
29.45582,77.74703,111.9,31.5,69.4,4236.3,12.38,224.2,Urban,Alluvial,8802.5,0,2,1
14.65249,74.80003,38.32,25.8,67.6,632.0,1.87,539.7,Agricultural,Loam,10286.8,1,1,0
9.80993,76.78067,216.56,30.9,100.0,5823.3,18.0,23.6,Agricultural,Loam,5550.4,1,4,1
28.21327,77.08783,6.92,29.1,24.2,2719.3,5.81,191.5,Agricultural,Silt,5667.2,0,6,0
26.64194,73.51987,16.35,31.7,23.9,170.5,1.57,335.4,Forest,Clay,1807.6,0,7,0
21.72724,77.35909,15.19,31.8,26.2,1889.4,3.06,108.7,Agricultural,Silt,9537.4,1,1,0
27.44037,93.19053,152.1,21.0,100.0,10452.5,18.0,126.3,Forest,Silt,9936.9,1,1,1
25.10097,70.99491,20.47,25.7,56.2,168.0,0.2,239.1,Water Body,Alluvial,6697.8,0,2,0
26.46064,87.62079,324.42,34.8,100.0,14402.5,18.0,108.7,Agricultural,Silt,11835.5,0,0,1
16.28731,80.81905,147.75,28.1,100.0,5676.2,16.06,111.9,Agricultural,Sandy,2036.0,1,2,1
21.32764,86.12557,116.16,32.6,84.2,5507.1,15.11,58.3,Water Body,Clay,10911.2,0,2,1
9.5487,76.06951,8.24,26.7,29.4,2487.4,5.36,156.9,Urban,Alluvial,8882.5,1,1,0
20.4543,86.37856,354.7,25.9,100.0,15007.4,18.0,26.2,Urban,Alluvial,9051.3,0,1,1
14.62375,75.28285,10.31,31.6,35.7,245.0,0.74,643.1,Urban,Loam,8128.6,1,1,0
10.1396,76.49279,217.47,24.9,100.0,6070.8,18.0,73.1,Urban,Alluvial,5774.6,1,2,1
26.35396,93.61806,157.59,31.4,100.0,13291.4,18.0,87.5,Agricultural,Alluvial,1749.5,1,1,1
21.92461,75.82544,537.55,35.2,100.0,10478.4,18.0,202.2,Water Body,Clay,11938.4,1,0,1
25.16325,71.50201,16.14,26.8,45.6,124.0,2.2,220.7,Wetland,Clay,8624.1,0,4,0
22.79651,77.73386,146.26,28.5,79.2,4432.9,13.71,295.4,Wetland,Alluvial,7821.5,1,1,1
27.13003,81.5372,99.89,31.0,71.8,8825.1,18.0,110.6,Agricultural,Silt,7784.9,0,3,1
16.16709,75.41491,0.49,28.1,48.9,425.4,0.38,592.4,Agricultural,Alluvial,3376.1,1,2,0
21.50104,77.82688,7.89,35.7,28.8,2352.9,5.28,272.1,Urban,Clay,1527.8,0,0,0
17.4122,81.79447,16.77,26.0,28.6,2735.0,7.02,29.6,Urban,Alluvial,1322.1,1,2,0
20.95989,84.82487,133.75,25.4,100.0,7133.6,17.56,25.0,Urban,Alluvial,10798.7,1,7,1
28.4661,77.41834,0.15,29.4,48.9,2085.3,4.62,196.5,Agricultural,Clay,8590.1,1,6,0
18.25344,75.69188,14.28,23.9,45.2,416.7,0.26,513.1,Agricultural,Alluvial,2123.1,0,8,0
27.15347,80.81488,112.87,25.3,70.7,8157.0,18.0,81.0,Urban,Sandy,8010.1,1,1,1
20.00093,84.90016,39.5,17.8,40.2,4900.1,11.26,46.2,Urban,Alluvial,10292.6,1,4,1
25.74748,87.85691,103.79,27.0,83.4,7662.8,18.0,77.6,Agricultural,Alluvial,3933.2,1,7,1
21.11095,85.53761,66.46,29.8,62.6,4148.3,10.19,79.8,Urban,Sandy,9134.7,0,5,1
25.56173,86.44709,58.95,31.5,66.7,6908.0,16.17,97.1,Forest,Silt,2144.6,0,2,1
28.5124,77.43805,68.91,33.1,45.9,4046.7,11.88,208.9,Urban,Alluvial,3757.8,1,1,1
17.40241,81.43204,20.37,24.8,39.6,2901.7,6.09,37.6,Forest,Clay,6823.6,0,5,0
28.52327,77.62129,209.37,24.2,100.0,7319.2,18.0,221.9,Agricultural,Loam,5557.1,0,2,1
27.57764,95.49256,165.51,30.4,100.0,12596.2,18.0,141.1,Forest,Sandy,6679.1,0,3,1
10.05967,75.95167,74.35,36.0,71.0,3609.6,10.24,192.1,Urban,Clay,1029.5,1,4,1
22.76806,76.71373,42.47,34.9,37.2,2374.4,5.77,117.4,Wetland,Loam,11558.9,0,1,0
28.45555,77.75422,98.27,32.0,79.0,4965.5,12.9,219.9,Forest,Loam,2960.0,1,0,1
28.32865,73.14849,15.52,33.9,27.6,146.4,1.16,252.5,Urban,Loam,5408.7,1,1,0
25.84702,90.51316,638.53,27.7,100.0,34581.0,18.0,84.3,Agricultural,Sandy,908.6,0,2,1
16.73377,75.99769,7.91,31.9,38.5,394.6,0.74,595.8,Agricultural,Alluvial,5289.7,1,6,0
21.89938,78.39986,11.11,37.0,43.8,2100.6,4.02,148.1,Water Body,Alluvial,8440.2,0,2,0
25.42252,86.38366,31.91,34.4,55.4,3600.5,8.46,79.6,Agricultural,Clay,11686.0,0,8,1
17.50113,75.14709,1.79,22.8,51.1,371.6,1.54,585.3,Agricultural,Alluvial,3596.9,1,4,0
10.35879,76.69928,17.23,37.9,30.0,2478.2,5.63,82.2,Agricultural,Alluvial,6596.9,0,1,0
16.27025,79.74635,33.03,30.6,55.6,3771.5,8.87,32.3,Agricultural,Alluvial,1074.6,1,4,1
25.08521,83.81967,1.28,31.7,47.0,3349.3,6.41,54.5,Urban,Clay,3259.3,1,2,0
27.03363,71.64655,10.67,33.9,45.3,160.6,1.48,296.8,Agricultural,Clay,5613.5,1,4,0
27.83059,73.77613,0.34,30.1,32.0,201.0,0.2,264.6,Urban,Loam,3216.8,1,2,0
27.51528,92.79718,33.5,29.0,58.7,4779.1,10.75,135.3,Urban,Loam,10326.5,1,5,1
10.04877,76.53678,10.76,26.2,20.8,2821.8,5.81,188.3,Agricultural,Alluvial,8637.2,1,2,0
26.76334,73.08734,2.51,31.9,33.7,153.1,1.17,227.4,Agricultural,Silt,8207.9,0,2,0
9.38148,75.82686,11.53,34.2,35.7,2487.2,6.57,57.7,Water Body,Alluvial,10666.6,0,2,0
27.17683,74.36586,0.39,37.0,20.0,174.6,1.04,224.3,Wetland,Loam,3864.1,1,3,0
21.49422,85.05758,339.16,29.2,100.0,13362.3,18.0,34.6,Urban,Silt,11008.9,0,3,1
20.90931,85.39379,254.83,28.6,100.0,12427.3,18.0,38.2,Agricultural,Alluvial,3997.8,0,1,1
26.43477,85.95925,0.83,32.0,26.7,4129.0,8.82,106.1,Agricultural,Clay,8960.2,1,3,0
27.27705,95.27163,4.37,26.6,44.9,3631.9,7.27,46.3,Agricultural,Clay,403.9,0,2,0
9.50712,76.05498,150.56,30.8,85.3,4950.3,15.67,91.6,Urban,Clay,8056.8,1,7,1
25.64326,81.44925,17.47,32.3,42.3,5788.1,11.5,43.2,Urban,Clay,5989.9,1,5,1
20.9619,86.09793,25.37,28.2,45.6,3751.3,8.95,34.1,Urban,Loam,4101.2,0,4,1
25.1738,81.81377,32.77,29.5,51.4,6617.6,13.92,36.4,Forest,Alluvial,1078.7,1,4,1
17.02481,81.92018,76.0,26.4,68.1,5458.6,12.88,81.1,Urban,Loam,3750.4,1,4,1
16.92218,76.96183,14.37,24.3,71.3,623.0,2.1,552.0,Forest,Sandy,5693.2,0,2,0
25.77326,82.31777,189.58,22.0,100.0,11256.9,18.0,52.0,Urban,Silt,7174.6,0,1,1
29.48792,77.41235,20.87,34.1,41.9,1913.9,3.36,208.4,Forest,Clay,10664.8,1,1,0
21.5068,75.06199,63.71,27.1,53.6,2900.2,7.73,106.1,Urban,Alluvial,2188.3,1,3,1
22.35515,75.78122,108.32,26.3,75.9,4468.7,12.02,160.8,Urban,Loam,8370.2,0,3,1
16.97305,75.70913,76.2,20.4,51.1,624.6,3.74,666.7,Agricultural,Alluvial,1808.5,1,0,0
21.07444,85.53334,65.78,27.0,87.9,4411.3,11.99,47.0,Agricultural,Silt,4215.3,1,1,1
18.02943,76.14602,13.76,19.8,30.5,793.5,2.02,613.7,Forest,Loam,4780.5,0,2,0
18.13109,79.82123,5.44,26.1,38.7,3837.0,9.2,38.0,Agricultural,Alluvial,4675.5,0,2,0
27.14027,87.6757,33.63,23.0,32.3,5299.5,11.44,56.2,Agricultural,Silt,11152.5,0,8,1
19.00664,75.45242,23.15,30.0,57.8,715.3,1.05,656.2,Urban,Loam,2567.8,1,3,0
19.23472,76.45086,14.31,25.8,45.0,580.7,1.98,490.5,Forest,Alluvial,10402.6,0,7,0
27.6145,72.52797,9.75,33.6,38.1,146.3,0.64,197.6,Wetland,Alluvial,8473.1,0,1,0
16.17746,76.89384,8.89,29.0,60.0,498.4,1.17,775.6,Agricultural,Clay,8200.2,0,1,0
20.9535,86.48393,74.56,29.2,51.2,4709.2,11.61,34.0,Water Body,Sandy,6995.6,1,5,1
25.84654,88.09117,121.15,26.2,83.8,8006.9,18.0,62.1,Agricultural,Loam,7218.1,0,3,1
11.27702,76.80318,145.73,27.9,100.0,5228.1,15.18,156.0,Forest,Alluvial,2847.8,0,4,1
22.33885,73.81488,86.95,25.5,77.0,3671.8,12.15,305.5,Wetland,Loam,7078.8,1,1,1
21.1613,86.49057,19.56,29.0,34.0,4385.0,8.22,77.5,Agricultural,Alluvial,8975.5,1,7,1
25.57008,86.15249,130.57,24.7,86.6,7897.5,18.0,108.3,Urban,Silt,4323.3,0,5,1
20.09717,86.00266,5.49,28.2,51.0,4127.5,8.62,42.1,Agricultural,Silt,11011.1,0,6,0
29.15889,77.59742,88.08,26.7,84.3,4333.7,11.65,202.4,Water Body,Clay,6624.8,0,1,1
10.96995,75.94894,145.43,30.2,78.6,4860.5,15.61,93.7,Agricultural,Silt,11830.9,0,3,1
23.03506,74.31853,80.41,32.5,51.0,2764.3,9.15,73.3,Water Body,Clay,10480.4,1,5,1
20.55154,86.6359,180.04,23.7,87.8,8823.9,18.0,47.7,Forest,Alluvial,11406.1,1,4,1
29.30084,76.85785,12.07,29.1,49.2,2844.0,6.49,190.3,Urban,Alluvial,6375.0,1,3,0
29.12244,77.03034,2.34,27.2,31.0,2649.7,5.15,210.7,Forest,Sandy,7349.2,0,1,0
11.40117,76.75023,14.35,26.9,45.0,1966.9,3.96,74.7,Forest,Clay,3908.1,1,0,0
27.84456,72.81852,27.01,32.7,61.5,179.1,1.14,197.2,Water Body,Alluvial,2670.3,1,6,0
17.90272,81.62927,105.66,32.4,80.5,4922.5,13.84,179.2,Forest,Alluvial,4088.4,0,7,1
17.8404,81.04256,53.56,32.6,62.8,3868.8,9.2,37.2,Forest,Alluvial,2761.2,0,3,1
27.43786,72.52885,19.08,29.2,36.4,153.6,4.53,198.2,Forest,Loam,8842.4,0,3,0
10.69059,75.92947,239.71,28.7,100.0,7230.4,18.0,189.8,Water Body,Loam,7074.4,1,8,1
16.47237,81.47491,8.07,25.9,41.5,1110.2,2.47,176.6,Water Body,Alluvial,10742.4,0,3,0
26.15478,93.60967,5.62,26.7,52.8,3942.5,7.63,74.1,Forest,Alluvial,9734.5,0,2,0
